quote_date,expiration,strike_low,strike_high,price_low,price_high,violation,rule
2025-10-14,2025-10-20,687.0,688.0,0.019506499535086985,0.02,0.0004935004649130152,monotonicity
2025-10-14,2025-10-20,760.0,765.0,0.006427820975146116,0.0070149427799047785,0.0005871218047586628,monotonicity
2025-10-14,2025-10-21,687.0,688.0,0.019506499535086985,0.01999800720572841,0.0004915076706414265,monotonicity
2025-10-14,2025-10-21,760.0,765.0,0.006427820975146116,0.0070149427799047785,0.0005871218047586628,monotonicity
2025-10-14,2025-10-22,760.0,765.0,0.006427820975146116,0.0070149427799047785,0.0005871218047586628,monotonicity
2025-10-14,2025-10-23,760.0,765.0,0.006427820975146116,0.0070149427799047785,0.0005871218047586628,monotonicity
2025-10-14,2025-10-24,760.0,765.0,0.0068365696671867544,0.0070149427799047785,0.00017837311271802405,monotonicity
2025-10-14,2025-10-24,770.0,780.0,0.006666694961760369,0.007708292759857738,0.0010415977980973686,monotonicity
2025-10-15,2025-10-17,760.0,765.0,0.005999447449311374,0.006166496769024876,0.00016704931971350204,monotonicity
2025-10-15,2025-10-17,770.0,775.0,0.005598490947942168,0.008315125276366938,0.00271663432842477,monotonicity
2025-10-15,2025-10-17,780.0,785.0,0.007891041162257374,0.009999999999996479,0.002108958837739105,monotonicity
2025-10-15,2025-10-20,760.0,765.0,0.005999447449311374,0.006166496769024876,0.00016704931971350204,monotonicity
2025-10-15,2025-10-21,760.0,765.0,0.005999447449311374,0.006166496769024876,0.00016704931971350204,monotonicity
2025-10-15,2025-10-22,760.0,765.0,0.005999447449311374,0.006166496769024876,0.00016704931971350204,monotonicity
2025-10-15,2025-10-23,760.0,765.0,0.005999447449311374,0.006166496769024876,0.00016704931971350204,monotonicity
2025-10-15,2025-10-24,770.0,780.0,0.00596029571789549,0.007891041162257374,0.0019307454443618843,monotonicity
2025-10-16,2025-10-20,694.0,695.0,0.009420744504305389,0.01,0.0005792554956946111,monotonicity
2025-10-16,2025-10-20,760.0,765.0,0.006249262812559631,0.007186882540045688,0.0009376197274860573,monotonicity
2025-10-16,2025-10-21,694.0,695.0,0.009420744504305389,0.009998295905961362,0.0005775514016559732,monotonicity
2025-10-16,2025-10-21,760.0,765.0,0.006249262812559631,0.007186882540045688,0.0009376197274860573,monotonicity
2025-10-16,2025-10-22,760.0,765.0,0.006249262812559631,0.007186882540045688,0.0009376197274860573,monotonicity
2025-10-16,2025-10-23,760.0,765.0,0.006249262812559631,0.007186882540045688,0.0009376197274860573,monotonicity
2025-10-22,2025-10-30,760.0,765.0,0.007500026763775831,0.008229852796964669,0.0007298260331888382,monotonicity
2025-10-22,2025-10-31,760.0,765.0,0.007500026763775831,0.008229852796964669,0.0007298260331888382,monotonicity
2025-10-22,2025-10-31,770.0,780.0,0.0074994545381562435,0.008040996493878683,0.0005415419557224391,monotonicity
2025-10-22,2025-11-03,760.0,765.0,0.007500026763775831,0.008229852796964669,0.0007298260331888382,monotonicity
2025-10-22,2025-11-04,760.0,765.0,0.007500026763775831,0.008229852796964669,0.0007298260331888382,monotonicity
2025-10-23,2025-11-04,760.0,765.0,0.014281896634563751,0.014652235447801783,0.00037033881323803204,monotonicity
2025-10-23,2025-11-05,760.0,765.0,0.014281896634563751,0.014652235447801783,0.00037033881323803204,monotonicity
2025-10-23,2025-11-07,760.0,765.0,0.014281896634563751,0.014652235447801783,0.00037033881323803204,monotonicity
2025-10-24,2025-10-30,760.0,765.0,0.007957688529595029,0.008798886950937689,0.00084119842134266,monotonicity
2025-10-24,2025-10-31,760.0,765.0,0.007957688529595029,0.008798886950937689,0.00084119842134266,monotonicity
