quote_date,expiration,k1,k2,k3,p1,p2,p3,second_diff,rule
2025-10-01,2025-10-03,551.0,552.0,553.0,118.45571362384547,117.44887583744094,116.43660089093991,-0.005437160096491311,convexity
2025-10-01,2025-10-03,553.0,554.0,555.0,116.43660089093991,115.43121839752118,114.42333487443483,-0.0025010296676128974,convexity
2025-10-01,2025-10-03,554.0,555.0,556.0,115.43121839752118,114.42333487443483,113.41365377853617,-0.001797572812307635,convexity
2025-10-01,2025-10-03,556.0,557.0,558.0,113.41365377853617,112.40425700366875,111.39420231786215,-0.0006579109391680049,convexity
2025-10-01,2025-10-03,557.0,558.0,559.0,112.40425700366875,111.39420231786215,110.38203374363299,-0.0021138884225706533,convexity
2025-10-01,2025-10-03,560.0,561.0,562.0,109.37017222010115,108.36305128132327,107.34680936697144,-0.009120975573935652,convexity
2025-10-01,2025-10-03,562.0,563.0,564.0,107.34680936697144,106.33565201323108,105.31959070116503,-0.004903958325698454,convexity
2025-10-01,2025-10-03,563.0,564.0,565.0,106.33565201323108,105.31959070116503,104.30073722486893,-0.0027921642300441363,convexity
2025-10-01,2025-10-03,564.0,565.0,566.0,105.31959070116503,104.30073722486893,103.28144023983754,-0.0004435087352874234,convexity
2025-10-01,2025-10-03,565.0,566.0,567.0,104.30073722486893,103.28144023983754,102.2565447388321,-0.005598515974043039,convexity
2025-10-01,2025-10-03,566.0,567.0,568.0,103.28144023983754,102.2565447388321,101.22147127324354,-0.01017796458313569,convexity
2025-10-01,2025-10-03,567.0,568.0,569.0,102.2565447388321,101.22147127324354,100.18238862388064,-0.004009183774329017,convexity
2025-10-01,2025-10-03,575.0,576.0,577.0,93.96348500251182,92.94423997907754,91.92484149000607,-0.00015346563718310335,convexity
2025-10-01,2025-10-03,576.0,577.0,578.0,92.94423997907754,91.92484149000607,90.90461570076837,-0.0008273001662360002,convexity
2025-10-01,2025-10-03,578.0,579.0,580.0,90.90461570076837,89.88804532989506,88.86527617030454,-0.006198788717213688,convexity
2025-10-01,2025-10-03,581.0,582.0,583.0,87.84684304062189,86.82902101433865,85.80724389527298,-0.003955092782433667,convexity
2025-10-01,2025-10-03,584.0,585.0,586.0,84.78636492107228,83.768967091466,82.75025133788574,-0.0013179239739713466,convexity
2025-10-01,2025-10-03,585.0,586.0,587.0,83.768967091466,82.75025133788574,81.72723525467319,-0.004300329632300759,convexity
2025-10-01,2025-10-03,588.0,589.0,590.0,80.70788032485291,79.69349275228869,78.6753309475472,-0.003774232177278236,convexity
2025-10-01,2025-10-03,589.0,590.0,591.0,79.69349275228869,78.6753309475472,77.65369318830253,-0.003475954503173284,convexity
2025-10-01,2025-10-03,590.0,591.0,592.0,78.6753309475472,77.65369318830253,76.63024214518498,-0.0018132838728774914,convexity
2025-10-01,2025-10-03,593.0,594.0,595.0,75.61138384090779,74.59820175742625,73.58106627462638,-0.00395339931833405,convexity
2025-10-01,2025-10-03,594.0,595.0,596.0,74.59820175742625,73.58106627462638,72.55150427494553,-0.012426516880978511,convexity
2025-10-01,2025-10-03,596.0,597.0,598.0,72.55150427494553,71.54062730593616,70.50643627831109,-0.023314058615696354,convexity
2025-10-01,2025-10-03,598.0,599.0,600.0,70.50643627831109,69.49517337714354,68.47951632515024,-0.0043941508257603346,convexity
2025-10-01,2025-10-03,599.0,600.0,601.0,69.49517337714354,68.47951632515024,67.45769743819987,-0.006161834957069345,convexity
2025-10-01,2025-10-03,601.0,602.0,604.0,67.45769743819987,66.50241826502986,64.8668226361927,-0.6803164556671533,convexity
2025-10-01,2025-10-03,604.0,605.0,606.0,64.8668226361927,63.89033225684814,62.88421922161568,-0.02962265588790558,convexity
2025-10-01,2025-10-03,605.0,606.0,608.0,63.89033225684814,62.88421922161568,61.43531693559015,-0.4427892507930693,convexity
2025-10-01,2025-10-03,608.0,609.0,610.0,61.43531693559015,60.46908418211046,59.47202423652095,-0.030827192109811108,convexity
2025-10-01,2025-10-03,609.0,610.0,611.0,60.46908418211046,59.47202423652095,58.47291755301373,-0.002046737917716257,convexity
2025-10-01,2025-10-03,610.0,611.0,612.0,59.47202423652095,58.47291755301373,57.463543118604136,-0.010267750902372086,convexity
2025-10-01,2025-10-03,612.0,613.0,614.0,57.463543118604136,56.455228990015954,55.408292993126196,-0.038621868301575546,convexity
2025-10-01,2025-10-03,614.0,615.0,616.0,55.408292993126196,54.42424606292873,53.38257140328471,-0.05762772944655836,convexity
2025-10-01,2025-10-03,617.0,618.0,619.0,52.356996497720225,51.33660736557583,50.31261466679033,-0.003603566641103839,convexity
2025-10-01,2025-10-06,550.0,551.0,552.0,119.45373333627043,118.45571362384547,117.44887583744094,-0.008818073979568908,convexity
2025-10-01,2025-10-06,551.0,552.0,553.0,118.45571362384547,117.44887583744094,116.43660089093991,-0.005437160096491311,convexity
2025-10-01,2025-10-06,553.0,554.0,555.0,116.43660089093991,115.43121839752118,114.42333487443483,-0.0025010296676128974,convexity
2025-10-01,2025-10-06,554.0,555.0,556.0,115.43121839752118,114.42333487443483,113.41365377853617,-0.001797572812307635,convexity
2025-10-01,2025-10-06,556.0,557.0,558.0,113.41365377853617,112.40425700366875,111.39420231786215,-0.0006579109391680049,convexity
2025-10-01,2025-10-06,557.0,558.0,559.0,112.40425700366875,111.39420231786215,110.38203374363299,-0.0021138884225706533,convexity
2025-10-01,2025-10-06,560.0,561.0,562.0,109.37017222010115,108.36305128132327,107.34680936697144,-0.009120975573935652,convexity
2025-10-01,2025-10-06,562.0,563.0,564.0,107.34680936697144,106.33565201323108,105.31959070116503,-0.004903958325698454,convexity
2025-10-01,2025-10-06,563.0,564.0,565.0,106.33565201323108,105.31959070116503,104.30073722486893,-0.0027921642300441363,convexity
2025-10-01,2025-10-06,564.0,565.0,566.0,105.31959070116503,104.30073722486893,103.28144023983754,-0.0004435087352874234,convexity
2025-10-01,2025-10-06,607.0,608.0,609.0,62.318867796358525,61.43531693559015,60.46908418211046,-0.08268189271132087,convexity
2025-10-01,2025-10-06,608.0,609.0,610.0,61.43531693559015,60.46908418211046,59.47202423652095,-0.030827192109811108,convexity
2025-10-01,2025-10-06,609.0,610.0,611.0,60.46908418211046,59.47202423652095,58.47291755301373,-0.002046737917716257,convexity
2025-10-01,2025-10-06,610.0,611.0,612.0,59.47202423652095,58.47291755301373,57.463543118604136,-0.010267750902372086,convexity
2025-10-01,2025-10-06,612.0,613.0,614.0,57.463543118604136,56.455228990015954,55.408292993126196,-0.038621868301575546,convexity
2025-10-01,2025-10-06,614.0,615.0,616.0,55.408292993126196,54.42424606292873,53.38257140328471,-0.05762772944655836,convexity
2025-10-01,2025-10-07,550.0,551.0,552.0,119.45373333627043,118.45571362384547,117.44887583744094,-0.008818073979568908,convexity
2025-10-01,2025-10-07,551.0,552.0,553.0,118.45571362384547,117.44887583744094,116.43660089093991,-0.005437160096491311,convexity
2025-10-01,2025-10-07,553.0,554.0,555.0,116.43660089093991,115.43121839752118,114.42333487443483,-0.0025010296676128974,convexity
2025-10-01,2025-10-07,554.0,555.0,556.0,115.43121839752118,114.42333487443483,113.41365377853617,-0.001797572812307635,convexity
2025-10-01,2025-10-07,556.0,557.0,558.0,113.41365377853617,112.40425700366875,111.39420231786215,-0.0006579109391680049,convexity
2025-10-01,2025-10-07,557.0,558.0,559.0,112.40425700366875,111.39420231786215,110.38203374363299,-0.0021138884225706533,convexity
2025-10-01,2025-10-07,560.0,561.0,562.0,109.37017222010115,108.36305128132327,107.34680936697144,-0.009120975573935652,convexity
2025-10-01,2025-10-07,607.0,608.0,609.0,62.40030250393207,61.45636334385496,60.46908418211046,-0.04334000166739571,convexity
2025-10-01,2025-10-07,608.0,609.0,610.0,61.45636334385496,60.46908418211046,59.47202423652095,-0.009780783845002361,convexity
2025-10-01,2025-10-07,609.0,610.0,611.0,60.46908418211046,59.47202423652095,58.47291755301373,-0.002046737917716257,convexity
2025-10-01,2025-10-07,610.0,611.0,612.0,59.47202423652095,58.47291755301373,57.463543118604136,-0.010267750902372086,convexity
2025-10-01,2025-10-07,612.0,613.0,614.0,57.463543118604136,56.455924634339496,55.412173956194366,-0.036132193880490604,convexity
2025-10-01,2025-10-07,614.0,615.0,616.0,55.412173956194366,54.42447794436991,53.416731970934435,-0.020049961611022127,convexity
2025-10-01,2025-10-07,689.0,690.0,695.0,0.013444367625042312,0.011147680681110066,0.008066399691297174,-0.0007845940458806461,convexity
2025-10-01,2025-10-08,545.0,550.0,555.0,124.38123553813077,119.45373333627043,114.42333487443483,-0.10289625997526741,convexity
2025-10-01,2025-10-09,545.0,550.0,555.0,124.43869227336741,119.45373333627043,114.45608207115951,-0.012692328013940823,convexity
2025-10-01,2025-10-09,600.0,601.0,602.0,69.5794923930314,68.58543134496023,67.5895319758451,-0.001838321043948099,convexity
2025-10-01,2025-10-10,540.0,545.0,550.0,129.7154360480824,124.76670899864818,119.7901772647596,-0.02780468445435247,convexity
2025-10-01,2025-10-10,718.0,720.0,725.0,0.009459016393443771,0.00897495845001485,0.008377049180327958,-0.00011385132625797018,convexity
2025-10-01,2025-10-10,725.0,730.0,735.0,0.008377049180327958,0.007764495701857624,0.006510199038567433,-0.0006417431848198566,convexity
2025-10-01,2025-10-13,545.0,550.0,555.0,124.76746347278613,119.79375262367849,114.79406628556954,-0.025975489001297092,convexity
2025-10-01,2025-10-13,689.0,690.0,695.0,0.13,0.10346793962035003,0.05,-0.026935879240700053,convexity
2025-10-01,2025-10-14,545.0,550.0,555.0,124.78037052694255,119.79829854640289,114.81204947009907,-0.004177095764163141,convexity
2025-10-01,2025-10-14,590.0,595.0,600.0,80.02488050632473,75.06379869789554,70.09521493190495,-0.00750195756138794,convexity
2025-10-01,2025-10-14,689.0,690.0,695.0,0.19,0.1541615275447937,0.07,-0.0483230550895874,convexity
2025-10-01,2025-10-17,590.0,591.0,592.0,80.50337509049196,79.5130877706006,78.5214846717635,-0.0013157789457522995,convexity
2025-10-01,2025-10-17,715.0,716.0,718.0,0.03749932040269703,0.03515055129362935,0.03250000000000034,-0.00030178218456133193,convexity
2025-10-01,2025-10-17,718.0,720.0,725.0,0.03250000000000034,0.03020460655013609,0.026666666666666804,-0.001242546433605038,convexity
2025-10-01,2025-10-24,590.0,592.0,594.0,81.94303830712869,80.10925698068274,78.15996169639428,-0.1155139578425235,convexity
2025-10-01,2025-10-24,594.0,595.0,596.0,78.15996169639428,76.83423195031337,75.20818921627847,-0.300312987953987,convexity
2025-10-01,2025-10-24,595.0,596.0,598.0,76.83423195031337,75.20818921627847,73.41300000000362,-0.16914648223995243,convexity
2025-10-01,2025-10-24,600.0,602.0,604.0,71.69400000000836,69.97500000001236,68.08092452680003,-0.17507547321632444,convexity
2025-10-01,2025-10-24,604.0,605.0,606.0,68.08092452680003,66.53986605203943,64.85657228349231,-0.14223529378651278,convexity
2025-10-01,2025-10-24,605.0,606.0,608.0,66.53986605203943,64.85657228349231,63.09900000000975,-0.07427851493544324,convexity
2025-10-01,2025-10-24,608.0,610.0,612.0,63.09900000000975,61.38,59.50000000000067,-0.1609999999895848,convexity
2025-10-01,2025-10-24,610.0,612.0,614.0,61.38,59.50000000000067,57.61400375137837,-0.0059962486229636625,convexity
2025-10-01,2025-10-24,615.0,616.0,618.0,56.57964173357336,55.55663110467036,53.67000000000015,-0.8636204757672061,convexity
2025-10-01,2025-10-24,616.0,618.0,620.0,55.55663110467036,53.67000000000015,51.77612435738238,-0.007244537947563856,convexity
2025-10-01,2025-10-24,715.0,716.0,718.0,0.07999999999873215,0.07373480345151585,0.06666666666851795,-0.0008029402357816046,convexity
2025-10-01,2025-10-24,718.0,720.0,725.0,0.06666666666851795,0.06046767211389618,0.04999999999916718,-0.004268677560107223,convexity
2025-10-01,2025-10-31,480.0,485.0,490.0,190.76975811067132,185.80322087159075,180.8340670957963,-0.0026165367138730744,convexity
2025-10-01,2025-10-31,590.0,591.0,592.0,81.94529681408511,81.02874948492395,80.10925698068274,-0.0029451750800433274,convexity
2025-10-01,2025-10-31,591.0,592.0,593.0,81.02874948492395,80.10925698068274,79.18723698107569,-0.002527495365853838,convexity
2025-10-01,2025-10-31,592.0,593.0,594.0,80.10925698068274,79.18723698107569,78.15996169639428,-0.10525528507434956,convexity
2025-10-01,2025-10-31,593.0,594.0,595.0,79.18723698107569,78.15996169639428,76.99086610615852,-0.14182030555434721,convexity
2025-10-01,2025-10-31,603.0,604.0,605.0,69.16560379970741,68.19655646245961,67.22593435693894,-0.001574768272874394,convexity
2025-10-01,2025-10-31,715.0,716.0,718.0,0.18,0.16120441034903712,0.14,-0.0024088206980742433,convexity
2025-10-01,2025-10-31,718.0,720.0,725.0,0.14,0.12210452451568139,0.09999999999999999,-0.00420904903136278,convexity
2025-10-01,2025-11-07,645.0,646.0,647.0,31.371485425960785,30.52893298938179,29.684609540128022,-0.001771012674772976,convexity
2025-10-01,2025-11-07,647.0,647.5,648.0,29.684609540128022,29.240000000005278,28.777576274627542,-0.017814185254991344,convexity
2025-10-01,2025-11-07,647.5,648.0,649.0,29.240000000005278,28.777576274627542,27.960025254330294,-0.35512729491951234,convexity
2025-10-01,2025-11-07,650.0,651.0,652.0,27.150000000086283,26.34000000006032,25.51625292421683,-0.01374707581753043,convexity
2025-10-01,2025-11-07,652.5,653.0,654.0,25.080000000010084,24.651638004208067,23.852500000053446,-0.37077600835260327,convexity
2025-10-01,2025-11-07,655.0,656.0,657.0,23.075000000083104,22.29743030666873,21.519279109049283,-0.000581504205072747,convexity
2025-10-01,2025-11-07,657.5,658.0,659.0,21.09500000001706,20.688776789776163,19.932500000051945,-0.3500535794833226,convexity
2025-10-01,2025-11-07,660.0,661.0,662.0,19.195000000078736,18.45750000006211,17.712213932843852,-0.00778606720163566,convexity
2025-10-01,2025-11-07,662.0,662.5,663.0,17.712213932843852,17.330000000013122,16.944038190116746,-0.0037478770656456106,convexity
2025-10-01,2025-11-07,662.5,663.0,664.0,17.330000000013122,16.944038190116746,16.2534766239766,-0.3045997562437712,convexity
2025-10-01,2025-11-07,667.5,668.0,669.0,13.849999999998776,13.513594758217545,12.87999999996785,-0.2971895164684639,convexity
2025-10-01,2025-11-07,672.5,673.0,674.0,10.730000000002908,10.43317912854425,9.874999999997643,-0.2613582570879487,convexity
2025-10-01,2025-11-07,687.0,688.0,690.0,4.155000000016355,3.8217417107237632,3.251444200709625,-0.23703922072154615,convexity
2025-10-01,2025-11-07,688.0,690.0,695.0,3.8217417107237632,3.251444200709625,2.12,-0.561146690695487,convexity
2025-10-01,2025-11-21,635.0,636.0,638.0,42.654999999999156,41.75202554507267,40.04000000000273,-0.8090510901434556,convexity
2025-10-01,2025-11-21,675.0,676.0,678.0,12.179999999997063,11.616068993563264,10.56,-0.492137987129464,convexity
2025-10-01,2025-11-21,685.0,686.0,688.0,7.279999999977953,6.863047646425195,6.11,-0.3360952928724368,convexity
2025-10-01,2025-11-21,695.0,696.0,698.0,3.8999999999775583,3.627172275499761,3.17,-0.1843445510219639,convexity
2025-10-01,2025-11-21,705.0,706.0,708.0,1.8750000000000386,1.7202659706027201,1.49,-0.07553194120540163,convexity
2025-10-01,2025-11-21,715.0,716.0,720.0,0.8549999998312475,0.7833121284258537,0.59,-0.12162425702045998,convexity
2025-10-01,2025-11-28,605.0,606.0,608.0,70.98247377930582,70.03223524888297,68.22500000001168,-0.8569967184484426,convexity
2025-10-01,2025-11-28,606.0,608.0,610.0,70.03223524888297,68.22500000001168,66.39701103593194,-0.020753715208442713,convexity
2025-10-01,2025-11-28,719.0,720.0,722.0,0.8550000000076964,0.7943844549606256,0.69,-0.043768909913554865,convexity
2025-10-01,2025-11-28,720.0,722.0,725.0,0.7943844549606256,0.69,0.5669116013068123,-0.01870394373256201,convexity
2025-10-01,2025-11-28,722.0,725.0,730.0,0.69,0.5669116013068123,0.41,-0.03382320261362465,convexity
2025-10-01,2025-11-28,765.0,770.0,780.0,0.07456086469201659,0.06228913749757961,0.047721783808265965,-0.0022956264948766694,convexity
2025-10-01,2025-12-19,355.0,360.0,365.0,317.61356523695383,312.6880622551767,307.7611046921978,-0.0014545812017559001,convexity
2025-10-01,2025-12-19,360.0,365.0,370.0,312.6880622551767,307.7611046921978,302.8308947119926,-0.00325241722634928,convexity
2025-10-01,2025-12-19,365.0,370.0,375.0,307.7611046921978,302.8308947119926,297.9000541388305,-0.0006305929568384272,convexity
2025-10-01,2025-12-19,395.0,400.0,405.0,278.17976469923417,273.25611019752705,268.3297104255211,-0.002745270298817104,convexity
2025-10-01,2025-12-19,400.0,405.0,410.0,273.25611019752705,268.3297104255211,263.4029433850319,-0.0003672684832736195,convexity
2025-10-01,2025-12-19,405.0,410.0,415.0,268.3297104255211,263.4029433850319,258.4756287813629,-0.0005475631797935421,convexity
2025-10-01,2025-12-19,420.0,425.0,430.0,253.5495599572374,248.6241506602939,243.69851709732484,-0.0002242660255831197,convexity
2025-10-01,2025-12-19,425.0,430.0,435.0,248.6241506602939,243.69851709732484,238.77098843036995,-0.0018951039858166041,convexity
2025-10-01,2025-12-19,430.0,435.0,440.0,243.69851709732484,238.77098843036995,233.84108570894549,-0.0023740544695840526,convexity
2025-10-01,2025-12-19,450.0,455.0,460.0,223.99332117552586,219.07508791164912,214.15448834917,-0.0023662986023680332,convexity
2025-10-01,2025-12-19,470.0,475.0,480.0,204.3149046356018,199.39647192738104,194.47599069253417,-0.0020485266261118795,convexity
2025-10-01,2025-12-19,475.0,480.0,485.0,199.39647192738104,194.47599069253417,189.55123228902096,-0.004277168666334319,convexity
2025-10-01,2025-12-31,395.0,400.0,405.0,278.17976469923417,273.25611019752705,268.3297104255211,-0.002745270298817104,convexity
2025-10-01,2025-12-31,400.0,405.0,410.0,273.25611019752705,268.3297104255211,263.4029433850319,-0.0003672684832736195,convexity
2025-10-01,2025-12-31,405.0,410.0,415.0,268.3297104255211,263.4029433850319,258.4756287813629,-0.0005475631797935421,convexity
2025-10-01,2025-12-31,420.0,425.0,430.0,253.5495599572374,248.6241506602939,243.69851709732484,-0.0002242660255831197,convexity
2025-10-01,2025-12-31,425.0,430.0,435.0,248.6241506602939,243.69851709732484,238.77098843036995,-0.0018951039858166041,convexity
2025-10-01,2025-12-31,430.0,435.0,440.0,243.69851709732484,238.77098843036995,233.84108570894549,-0.0023740544695840526,convexity
2025-10-01,2025-12-31,450.0,455.0,460.0,223.99332117552586,219.07508791164912,214.15448834917,-0.0023662986023680332,convexity
2025-10-01,2025-12-31,709.0,710.0,715.0,4.253333333333195,4.034289967528679,3.11,-0.7052466017241623,convexity
2025-10-01,2026-01-30,572.0,573.0,574.0,108.72873627396397,107.80091090931995,106.86717870587056,-0.005906838805373127,convexity
2025-10-01,2026-01-30,664.0,665.0,670.0,30.662000000073707,29.947842878792923,26.61,-2.6236857575121384,convexity
2025-10-01,2026-01-30,765.0,770.0,780.0,0.619999999883962,0.49199190173663937,0.34,-0.023983803589316677,convexity
2025-10-01,2026-02-27,676.0,677.0,680.0,27.090000000021124,26.449008068437017,24.612634300202284,-1.1953818366506255,convexity
2025-10-01,2026-02-27,677.0,680.0,685.0,26.449008068437017,24.612634300202284,21.76,-1.01626053196755,convexity
2025-10-01,2026-03-20,335.0,340.0,345.0,340.11552236293693,335.25726052508975,330.3928207452034,-0.006177942039187201,convexity
2025-10-01,2026-03-20,360.0,365.0,370.0,315.8208698513693,310.96548505235245,306.10768949801803,-0.002410755317555413,convexity
2025-10-01,2026-03-20,365.0,370.0,375.0,310.96548505235245,306.10768949801803,301.24942766017443,-0.00046628350918354045,convexity
2025-10-01,2026-03-31,504.0,505.0,506.0,177.59096083740246,176.69032152581954,175.76175431986337,-0.027927894373249273,convexity
2025-10-01,2026-03-31,585.0,586.0,590.0,102.41,101.49391315992699,98.03663901753062,-2.5411873023233653,convexity
2025-10-01,2026-03-31,586.0,590.0,595.0,101.49391315992699,98.03663901753062,93.87833333498145,-0.7010315401527976,convexity
2025-10-01,2026-06-30,644.0,645.0,650.0,64.1840000088255,63.41817659537615,59.92750000057416,-2.7248531813526355,convexity
2025-10-01,2026-09-18,875.0,880.0,890.0,0.7949999999992481,0.7005226124516868,0.569999999993679,-0.03604522491044648,convexity
2025-10-01,2026-09-30,594.0,595.0,596.0,113.32742516446255,112.6143990946073,111.86651047087393,-0.034862553878099334,convexity
2025-10-01,2026-09-30,689.0,690.0,691.0,42.92200833408199,42.31387257576576,41.700960583623065,-0.004776233826461862,convexity
2025-10-01,2026-09-30,690.0,691.0,695.0,42.31387257576576,41.700960583623065,40.07,-1.0180485914803725,convexity
2025-10-01,2026-09-30,691.0,695.0,700.0,41.700960583623065,40.07,37.35000000009207,-1.0890394162848622,convexity
2025-10-02,2025-10-03,550.0,551.0,552.0,119.76529523759461,118.76992595834473,117.75765681994612,-0.016899859148722385,convexity
2025-10-02,2025-10-03,551.0,552.0,553.0,118.76992595834473,117.75765681994612,116.73846877493355,-0.00691890661396144,convexity
2025-10-02,2025-10-03,553.0,554.0,555.0,116.73846877493355,115.73666036636457,114.72739474565513,-0.0074572121404656855,convexity
2025-10-02,2025-10-03,556.0,557.0,558.0,113.72046641539409,112.71444677970318,111.70692741172789,-0.0014997322843868233,convexity
2025-10-02,2025-10-03,559.0,560.0,561.0,110.69964044581812,109.69405159590988,108.6870418302994,-0.001420915702240677,convexity
2025-10-02,2025-10-03,560.0,561.0,562.0,109.69405159590988,108.6870418302994,107.67494984161898,-0.0050822230699481,convexity
2025-10-02,2025-10-03,562.0,563.0,564.0,107.67494984161898,106.67306744569225,105.66604988797644,-0.005135161789084464,convexity
2025-10-02,2025-10-03,563.0,564.0,565.0,106.67306744569225,105.66604988797644,104.65422836930257,-0.004803960958057019,convexity
2025-10-02,2025-10-03,566.0,567.0,568.0,103.6436106817696,102.6358342886047,101.62662779938691,-0.0014300960528856876,convexity
2025-10-02,2025-10-03,567.0,568.0,569.0,102.6358342886047,101.62662779938691,100.61305272828925,-0.004368581879873545,convexity
2025-10-02,2025-10-03,569.0,570.0,571.0,100.61305272828925,99.60310277853829,98.58349915449998,-0.009653674287349645,convexity
2025-10-02,2025-10-03,572.0,573.0,574.0,97.57057413468556,96.55777949165818,95.54382903707592,-0.00115581155488087,convexity
2025-10-02,2025-10-03,573.0,574.0,575.0,96.55777949165818,95.54382903707592,94.5260068087127,-0.003871773780971921,convexity
2025-10-02,2025-10-03,574.0,575.0,576.0,95.54382903707592,94.5260068087127,93.50476827538115,-0.0034163049683115787,convexity
2025-10-02,2025-10-03,577.0,578.0,579.0,92.48366300947787,91.4630863603209,90.43620000000006,-0.006309711163879683,convexity
2025-10-02,2025-10-03,578.0,579.0,580.0,91.4630863603209,90.43620000000006,89.39400000000006,-0.01531363967914956,convexity
2025-10-02,2025-10-03,599.0,600.0,601.0,69.59220000000005,68.55,67.50666666666667,-0.0011333333332714801,convexity
2025-10-02,2025-10-03,601.0,602.0,604.0,67.50666666666667,66.6055086357757,65.33172933848074,-0.3726212664039963,convexity
2025-10-02,2025-10-03,604.0,605.0,606.0,65.33172933848074,64.37840619407257,63.35674447300432,-0.06833857666007503,convexity
2025-10-02,2025-10-03,605.0,606.0,608.0,64.37840619407257,63.35674447300432,61.74129238902074,-0.5937903629153283,convexity
2025-10-02,2025-10-03,608.0,609.0,610.0,61.74129238902074,60.76296059779067,59.75814749087336,-0.026481315687242102,convexity
2025-10-02,2025-10-03,610.0,611.0,612.0,59.75814749087336,58.75702176303923,57.75412296976352,-0.001773065441582844,convexity
2025-10-02,2025-10-03,613.0,614.0,615.0,56.755468973118454,55.78517954065247,54.72935567639165,-0.08553443179484077,convexity
2025-10-02,2025-10-03,616.0,617.0,618.0,53.7104553593845,52.70853342929814,51.70496930270113,-0.0016421965106587777,convexity
2025-10-02,2025-10-03,617.0,618.0,619.0,52.70853342929814,51.70496930270113,50.69356857584232,-0.007836600261796889,convexity
2025-10-02,2025-10-03,618.0,619.0,620.0,51.70496930270113,50.69356857584232,49.68043278127053,-0.0017350677129783776,convexity
2025-10-02,2025-10-03,619.0,620.0,621.0,50.69356857584232,49.68043278127053,48.662081639416805,-0.005215347281939842,convexity
2025-10-02,2025-10-03,620.0,621.0,622.0,49.68043278127053,48.662081639416805,47.62512328628173,-0.018607211281349123,convexity
2025-10-02,2025-10-03,623.0,624.0,625.0,46.5970761787381,45.58090442066089,44.550834558516506,-0.013898104067180839,convexity
2025-10-02,2025-10-03,624.0,625.0,626.0,45.58090442066089,44.550834558516506,43.510000001459545,-0.010764694912573702,convexity
2025-10-02,2025-10-03,625.0,626.0,627.0,44.550834558516506,43.510000001459545,42.466666673835384,-0.0024987705672003813,convexity
